komentar,kantor,letak,rating,sentimen,komentar_clean
pelayanan maybank tidak memuaskan. ditelfon tidak pernah diangkat. semua staf tidak bisa melayani dengan baik,KC Thamrin,Kota Jakarta Pusat,1,negatif,pelayanan maybank memuaskan. ditelfon diangkat. staf melayani
"pengajuan kartu kredit ditolak tanpa kejelasan, tidak transparan",KC Thamrin,Kota Jakarta Pusat,1,negatif,"pengajuan kartu kredit ditolak kejelasan, transparan"
"jangan kesini deh, sangat mengecewakan pelayananya",KC Thamrin,Kota Jakarta Pusat,1,negatif,"kesini deh, mengecewakan pelayananya"
"kesini minta bank notes yang di cap buat submit dokumen, disuruh cetak sendiri diluar. orang juga gak dateng kalau gak butuh mba susan. setelahnya bilang yang punya kuasa cap gak masuk, lah gak ada back up ? staf pdhl sudah kerja lama, tapi masih lelet ngeja kayak anak baru belajar jarlisku balepan gih mba sama siput sebelum kerja. aneh servicenya disini. buang waktu mnt cuma buat kerjan yang harusnya kelar mnt. wkwkw",KC Thamrin,Kota Jakarta Pusat,1,negatif,"kesini bank notes cap submit dokumen, disuruh cetak diluar. orang gak dateng gak butuh mba susan. setelahnya bilang kuasa cap gak masuk, gak back ? staf pdhl kerja lama, lelet ngeja kayak anak belajar jarlisku balepan gih mba siput kerja. aneh servicenya disini. buang mnt kerjan kelar mnt. wkwkw"
"teler lelet, transaksi aja , jam",KC Thamrin,Kota Jakarta Pusat,1,negatif,"teler lelet, transaksi aja , jam"
pelayananya kalau tanding ama keong masih menangan keong. sudah konfirmasi bisa penutupan rekening tp harus ditf ke bank lain. ditanya ke teler ktnya sudah tutup pdhl belum jam pdhl dtg jam setengah . pantasan bank b*a lebih makmur karena walaupun ngantri tp ada kejelasan.,KC Thamrin,Kota Jakarta Pusat,1,negatif,pelayananya tanding ama keong menangan keong. konfirmasi penutupan rekening tp ditf bank lain. teler ktnya tutup pdhl jam pdhl dtg jam . pantasan bank b*a makmur ngantri tp kejelasan.
"customer service banyak tp lama nunggu antrean hampir jam menungu.dan posisi customer service ada juga kosong tidak ada pelangan,bagus di maybank cempaka customer service ramah baik dan sopan cepat menangapi pelanganya.",KC Thamrin,Kota Jakarta Pusat,2,negatif,"customer service tp nunggu antrean jam menungu.dan posisi customer service kosong pelangan,bagus maybank cempaka customer service ramah sopan cepat menangapi pelanganya."
bank dengan antrian customer service terlama,KC Thamrin,Kota Jakarta Pusat,1,negatif,bank antrian customer service terlama
biar bintang yang bicara,KC Thamrin,Kota Jakarta Pusat,1,negatif,biar bintang bicara
"bad service, buka rekening makan waktu jam sendiri, kelaman input dan tanya csnya",KC Thamrin,Kota Jakarta Pusat,1,negatif,"bad service, buka rekening makan jam sendiri, kelaman input csnya"
"dari jam : siang sampai sat ini saya review masih belum sampai giliran saya. pelayananya lama banget. csnya mondar mandir, tidak ada urgensi untuk mempercepat cara kerjanya, masih tetap santai aja. tidak memperdulikan customernya. customer service bertiga dan bisa saling gantian untuk istirahat, customer bagaimana? ini sudah brp x nomor yang dilewatkan semoga kedepanya dapat ditingkatkan.",KC Thamrin,Kota Jakarta Pusat,1,negatif,"jam : siang sat review giliran saya. pelayananya banget. csnya mondar mandir, urgensi mempercepat kerjanya, santai aja. memperdulikan customernya. customer service bertiga gantian istirahat, customer bagaimana? brp x nomor dilewatkan semoga kedepanya ditingkatkan."
wosrt bank service. takes more than one hour waiting for cso only.,KC Thamrin,Kota Jakarta Pusat,1,negatif,wosrt bank service. takes one hour waiting cso only.
"kcp bank terburuk,cs tidak ramah tidak ada senyum sama sekali,pelayanan lama",KC Ampera,Kota Jakarta Selatan,1,negatif,"kcp bank terburuk,cs ramah senyum sekali,pelayanan"
lama banget pelayananya. customer service cuma dan cara handlenya bener bener lama.,KC Ampera,Kota Jakarta Selatan,1,negatif,banget pelayananya. customer service handlenya bener bener lama.
proses ganti kartu lama banget …,KC Bandengan,Kota Jakarta Utara,2,negatif,proses ganti kartu banget …
"maybank bintaro buka, tapi cuma jam setengah sembilan sampai jam dua di hari biasa. tidak ada akhir mingu. terus gua mikir lagi, lah hari kerja juga gua kerja? wfh? mble'e",KC Bintaro Permai,Kota Jakarta Selatan,1,negatif,"maybank bintaro buka, jam sembilan jam biasa. mingu. gua mikir lagi, kerja gua kerja? wfh? mble'e"
"semua maybank, lokasi di map tidak akurat . payah, beda dengan bank bank lain",KC Bintaro Permai,Kota Jakarta Selatan,1,negatif,"maybank, lokasi map akurat . payah, beda bank bank"
rumah orang itu,KC Bona Indah,Kota Jakarta Selatan,1,negatif,rumah orang
"sekuritinya tidak punya adab. parkir mobil didepan kantor maybank, di usir karena motor sukuriti mau masuk. ngomong ngebentak dan mengajak sekuriti maybank lainya. niat untuk menganti kartu atm karena kaladuarsa. walaupun sudah dibilang nasabah maybank, tetap dikucilkan karena pakaian biasa dan orang indonesia asli. perlakuan berbeda dengan orang keturunan",KC Bukit Golf Mediterania,Kota Jakarta Utara,1,negatif,"sekuritinya adab. parkir mobil didepan kantor maybank, usir motor sukuriti masuk. ngomong ngebentak mengajak sekuriti maybank lainya. niat menganti kartu atm kaladuarsa. dibilang nasabah maybank, dikucilkan pakaian orang indonesia asli. perlakuan berbeda orang keturunan"
"antrinya jam an, telernya lama sekali pelayananya",KC Bukit Golf Mediterania,Kota Jakarta Utara,1,negatif,"antrinya jam an, telernya pelayananya"
"pelayanan kurang bagus, lagi psb suruh balik ke cab. buka tabungan awal. halo kan sama maybank bosku.",KC Bukit Golf Mediterania,Kota Jakarta Utara,1,negatif,"pelayanan bagus, psb suruh cab. buka tabungan awal. halo maybank bosku."
"pelayananya sangat lama ya, mau setun aja ngurusi customer tidak beres menit tidak kelar, telernya kebanyakan ngobrol, mau kerja nga?kl mau kerja sambil ngomong jadi host live e comerce aja deh mendinga",KC Central Park,Kota Jakarta Barat,1,negatif,"pelayananya ya, setun aja ngurusi customer beres menit kelar, telernya kebanyakan ngobrol, kerja nga?kl kerja ngomong host live e comerce aja deh mendinga"
"bad service, not only ofline but also online. gak hanya minta dikritik, tapi minta dihina. tolong tgjwbnya thd masalah saya, sudah dari awal feb sampai sekarang masih gak selesai juga. gak ad tgjwb.",KC Central Park,Kota Jakarta Barat,1,negatif,"bad service, ofline also online. gak dikritik, dihina. tolong tgjwbnya thd saya, feb gak selesai juga. gak ad tgjwb."
"akun mu ke lock datang dari jam . dilayani jam . ada antrian. setelah itu disuruh coba dari hp, dari aplikasi yang sudah saya coba dari tadi dari aplikasi disuruh ke customer service terdekat. setelah menungu begitu lamanya cuman disuruh email screnshotnya saja. akhirnya ngk selesai juga masalahnya. kalau cuman disuruh email doang apa ngk dari awal dateng aja di info dia ngk bisa apa"" dan minta di suruh email ke emailnya customer service aja.",KCP Danau Sunter,Kota Jakarta Utara,1,negatif,"akun mu lock jam . dilayani jam . antrian. disuruh coba hp, aplikasi coba aplikasi disuruh customer service terdekat. menungu cuman disuruh email screnshotnya saja. ngk selesai masalahnya. cuman disuruh email doang ngk dateng aja info ngk apa"" suruh email emailnya customer service aja."
"shame on you! banyak review dari tahunan lalu yang complain tg lambatnya pelayanan. dan hari ini mei masih sama aja. saya menghabiskan waktu disini kira kira jam. di customer service - menit padahal antrian cuma . terus ke teler yang tidak ada antrian aja dilayani setelah - menit menungu. kalau merasa ke bank plat merah pelayanan lama, ini lebih lama lagi.",KCP Danau Sunter,Kota Jakarta Utara,1,negatif,"shame you! review tahunan complain tg lambatnya pelayanan. mei aja. menghabiskan jam. customer service - menit antrian . teler antrian aja dilayani - menit menungu. bank plat merah pelayanan lama, lagi."
csnya useles! uda lama banget tidak membantu. malah bingung.,KCP Danau Sunter,Kota Jakarta Utara,1,negatif,csnya useles! uda banget membantu. bingung.
pelayanan lama bukan di maybank sini aja namun seluruh maybank,KCP Danau Sunter,Kota Jakarta Utara,1,negatif,pelayanan maybank aja maybank
"sistem antrean tidak jelas, yang datang belakangan malah didahulukan",KCP Danau Sunter,Kota Jakarta Utara,1,negatif,"sistem antrean jelas, didahulukan"
"customer service tidak ramah, info bertele",KCP Danau Sunter,Kota Jakarta Utara,1,negatif,"customer service ramah, info bertele"
sue.gw kira bener melayani ampe jam,KCP Danau Sunter,Kota Jakarta Utara,2,negatif,sue.gw bener melayani ampe jam
maybankid saya ingin melaporkan kecurangan maybank sunter dalam proses pencairan fr saya yang di bank lain ratenya tetapi saya dikasih . bagaimana bisa rate fr terpaut sedemikian jauh dibanding bank lain?,KCP Danau Sunter,Kota Jakarta Utara,1,negatif,maybankid melaporkan kecurangan maybank sunter proses pencairan fr bank ratenya dikasih . rate fr terpaut dibanding bank lain?
pelayanan lama,KCP Garuda,Kota Jakarta Pusat,1,negatif,pelayanan
"the worst banking experience was the lack of discipline regarding the time they posted on the wal/dor. it was writen that it closed at . on the wal/dor, but when you arived at nearly ., they said it closed at .there was also a very rude atitude from the customer service supervisor. there was a woman who was not wearing a uniform who just spoke to security to dismis the customer imediately.",KCP Graha Irama,Kota Jakarta Selatan,1,negatif,"worst banking experience lack discipline regarding time posted wal/dor. writen closed . wal/dor, arived nearly ., said closed .there also rude atitude customer service supervisor. woman wearing uniform spoke security dismis customer imediately."
pelayanan lama sekali memakan banyak waktu,KCP Kebun Jeruk Intercon,Kota Jakarta Barat,1,negatif,pelayanan memakan
bisa pkl disini tidak ya?,KCP Kebun Jeruk Intercon,Kota Jakarta Barat,2,negatif,pkl ya?
tidak bisa membantu nasabah,KCP Kali Besar,Kota Jakarta Barat,1,negatif,membantu nasabah
pembodohan publik tidak ada maybank di gren garden,KCP Green Garden,Kota Jakarta Barat,1,negatif,pembodohan publik maybank gren garden
alamat tidak ditemukan. bukan di sini,KCP Green Garden,Kota Jakarta Barat,1,negatif,alamat ditemukan.
alamat palsu,KCP Green Garden,Kota Jakarta Barat,1,negatif,alamat palsu
alarmnya berisik setiap jam bunyi terus ngegangu banget,KCP Harco Mangga Dua,Kota Jakarta Pusat,1,negatif,alarmnya berisik jam bunyi ngegangu banget
lama transaksinya,KCP Kebun Jeruk Plaza,Kota Jakarta Barat,1,negatif,transaksinya
"customer service cuma orang, ada satu staf ibu kerudung cuma berdiri liatin csnya aja entah dia atasan atau gimana tp seharusnya kalau liat ada customer antri dia bisa bantu tp ini engak sampai nunggu customer service handle org lama banget sudah keburu telat kerja. service not good",KCP Kemang,Kota Jakarta Selatan,1,negatif,"customer service orang, staf kerudung berdiri liatin csnya aja atasan gimana tp liat customer antri bantu tp engak nunggu customer service handle org banget keburu telat kerja. service good"
"mau konfirmasi ajah susah, telephone engak ada yang mengankat, telephon ke customer service my bank pun dikasih nomer telephone engak ada yang angkat juga",KCP Kemang,Kota Jakarta Selatan,1,negatif,"konfirmasi ajah susah, telephone engak mengankat, telephon customer service bank dikasih nomer telephone engak angkat"
busyet.tungu org staf maybank ltc glodok selesain transaksi t sampai setengah jam. kerjanya super. lelet bener. tidak profesional. pdhal sepi. kaga rame spt bank lainya. disangka nasabah yang datang penganguran kali ya? tunguin dia selesai transaksi t. ?,KCP Glodok,Kota Jakarta Barat,1,negatif,busyet.tungu org staf maybank ltc glodok selesain transaksi jam. kerjanya super. lelet bener. profesional. pdhal sepi. kaga rame spt bank lainya. disangka nasabah penganguran kali ya? tunguin selesai transaksi t. ?
"pelayananya lama buruk, masa saya di suruh benerin ketmpt lain sangat tidak membantu",KCP PANGERAN JAYAKARTA,Kota Jakarta Pusat,1,negatif,"pelayananya buruk, suruh benerin ketmpt membantu"
pelayananya buruk lama,KCP PANGERAN JAYAKARTA,Kota Jakarta Pusat,1,negatif,pelayananya buruk
kinerja buruk,KCP & PREMIER PANGLIMA POLIM,Kota Jakarta Selatan,1,negatif,kinerja buruk
"layananya sangat buruk karena mereka tidak mau membantu nasabah untuk mencari cara alternatif untuk memverifikasi data seperti yang dilakukan cabang lain. jangan buang waktu anda, pergilah ke cabang maybank lainya",KCP & PREMIER PANGLIMA POLIM,Kota Jakarta Selatan,1,negatif,"layananya buruk membantu nasabah mencari alternatif memverifikasi data cabang lain. buang anda, pergilah cabang maybank lainya"
saya nasabah maybank sepertinya ditingkatkan lagi sdm csnya pak atau boleh di training ulang . agar proses pelayanan nasabah lebih cepat. thanks,KCP & PREMIER PANGLIMA POLIM,Kota Jakarta Selatan,1,negatif,nasabah maybank ditingkatkan sdm csnya training ulang . proses pelayanan nasabah cepat. thanks
"pelayanan buruk. customer sepi tapi pelayanan lambat, satpam tidak ramah. awal masuk ditanya mau apa, saya bilang mau buat kartu atm tapi malah disuruh buat online padahal tujuan ke banknya langsung supaya pengurusan cepat dan kartu segera ditangan. buat apa ada kantor cabang kalau apa-apa disuruh online. setelah dikasih nomor antrian tidak di berikan pengarahan lebih lanjut. gak akan lagi kecabang yang disini dua kali kesini mengecewakan.",KCP MATRAMAN,Kota Jakarta Timur,1,negatif,"pelayanan buruk. customer sepi pelayanan lambat, satpam ramah. masuk apa, bilang kartu atm disuruh online tujuan banknya langsung pengurusan cepat kartu ditangan. kantor cabang apa-apa disuruh online. dikasih nomor antrian pengarahan lanjut. gak kecabang kali kesini mengecewakan."
peayanan lama sekali.,KCP MATRAMAN,Kota Jakarta Timur,1,negatif,peayanan sekali.
lama banget! keburu lumutan,KCP MATRAMAN,Kota Jakarta Timur,1,negatif,banget! keburu lumutan
"sama seperti aku kalau transaksi rtgs, bisa lama dimaybank, tidak seperti di bank lainya cpt sekali transaksinya tlg management maybank diperbaiki semuanya untuk pelayanan yang lebih baik untuk nasabahnya tks",KCP MATRAMAN,Kota Jakarta Timur,1,negatif,"transaksi rtgs, dimaybank, bank lainya cpt transaksinya tlg management maybank diperbaiki pelayanan nasabahnya tks"
apanya buka? atmnya atau kantornya?,KCP MATRAMAN,Kota Jakarta Timur,1,negatif,apanya buka? atmnya kantornya?
g udah kesini deh kalau rakyat kecil.,KCP MATRAMAN,Kota Jakarta Timur,1,negatif,g udah kesini deh rakyat kecil.
"cukup mengecewakan, pelayananya sangat lambat. konter customer service cuma dibuka . padahal customer cuma ada . tp bisa bisanya nunggu sampai jam setengah belum kelar kelar juga. cuma mau urus bikin kartu doang tapi sangat lama. tolong ini diperbaiki. kebanyakan customer datang dihari kerja itu terbatas dengan jam kantor mereka juga. jadi mohon dipahami. finaly saya cabut tingalin tuh dari pd nunggu sampai jam, sudah nyampe bandung.",KCP MATRAMAN,Kota Jakarta Timur,1,negatif,"mengecewakan, pelayananya lambat. konter customer service dibuka . customer . tp bisanya nunggu jam kelar kelar juga. urus bikin kartu doang lama. tolong diperbaiki. kebanyakan customer dihari kerja terbatas jam kantor juga. mohon dipahami. finaly cabut tingalin tuh pd nunggu jam, nyampe bandung."
